Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
712100,"ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO, SIN OPERARIOS",773010,"Alquiler de maquinaria y equipo agropecuario y forestal, sin operarios"
712200,"ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCIÓN E INGENIERÍA CIVIL, SIN OPERARIOS",773030,"Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios"
712300,"ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA, INCLUSO COMPUTADORAS",773040,"Alquiler de maquinaria y equipo de oficina, incluso computadoras"
712400,ALQUILER DE MAQUINAS DE JUEGO QUE FUNCIONAN CON MONEDAS O FICHAS,773091,Alquiler de máquinas de juego que funcionan con monedas o fichas
712900,"ALQUILER DE MAQUINARIA Y EQUIPO N.C.P., SIN PERSONAL",773020,"Alquiler de maquinaria y equipo para la minería, sin operarios"
712900,"ALQUILER DE MAQUINARIA Y EQUIPO N.C.P., SIN PERSONAL",773099,"Alquiler de maquinaria y equipo n.c.p., sin personal"
713000,ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS N.C.P.,772010,Alquiler de videos y video juegos
713000,ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS N.C.P.,772091,Alquiler de prendas de vestir
713000,ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS N.C.P.,772099,Alquiler de efectos personales y enseres domésticos n.c.p.
721000,SERVICIOS DE CONSULTORES EN EQUIPO DE INFORMÁTICA,620200,Servicios de consultores en equipo de informática
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
722000,"SERVICIOS DE CONSULTORES EN INFORMÁTICA Y SUMINISTROS DE PROGRAMAS DEINFORMÁTICA",620101,Desarrollo y puesta a punto de productos de software
722000,"SERVICIOS DE CONSULTORES EN INFORMÁTICA Y SUMINISTROS DE PROGRAMAS DEINFORMÁTICA",620102,Desarrollo de productos de software específicos
722000,"SERVICIOS DE CONSULTORES EN INFORMÁTICA Y SUMINISTROS DE PROGRAMAS DEINFORMÁTICA",620103,Desarrollo de software elaborado para procesadores
722000,"SERVICIOS DE CONSULTORES EN INFORMÁTICA Y SUMINISTROS DE PROGRAMAS DEINFORMÁTICA",620104,Servicios de consultores en informática y suministros de programas de informática
722000,"SERVICIOS DE CONSULTORES EN INFORMÁTICA Y SUMINISTROS DE PROGRAMAS DEINFORMÁTICA",620300,Servicios de consultores en tecnología de la información
723000,PROCESAMIENTO DE DATOS,631110,Procesamiento de datos
724000,SERVICIOS RELACIONADOS CON BASES DE DATOS,631120,Hospedaje de datos
725000,"MANTENIMIENTO Y REPARACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA",951100,Reparación y mantenimiento de equipos informáticos
729000,ACTIVIDADES DE INFORMÁTICA N.C.P.,620900,Servicios de informática n.c.p.
729000,ACTIVIDADES DE INFORMÁTICA N.C.P.,631190,Actividades conexas al procesamiento y hospedaje de datos n.c.p.
729000,ACTIVIDADES DE INFORMÁTICA N.C.P.,631201,Portales web por suscripción
729000,ACTIVIDADES DE INFORMÁTICA N.C.P.,631202,Portales web
731100,"INVESTIGACIÓN  Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LA INGENIERÍA Y LATECNOLOGÍA",721010,Investigación y desarrollo experimental en el campo de la ingeniería y la tecnología
731200,INVESTIGACIÓN  Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS MÉDICAS,721020,Investigación y desarrollo experimental en el campo de las ciencias médicas
731300,"INVESTIGACIÓN  Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIASAGROPECUARIAS",721030,Investigación y desarrollo experimental en el campo de las ciencias agropecuarias
731900,"INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS EXACTAS YNATURALES N.C.P.",721090,Investigación y desarrollo experimental en el campo de las ciencias exactas y naturales n.c.p.
732100,INVESTIGACIÓN  Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES,722010,Investigación y desarrollo experimental en el campo de las ciencias sociales
732200,INVESTIGACIÓN  Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS HUMANAS,722020,Investigación y desarrollo experimental en el campo de las ciencias humanas
741101,SERVICIOS JURÍDICOS BRINDADOS POR ABOGADOS Y PROCURADORES,691001,Servicios jurídicos
741102,SERVICIOS JURÍDICOS BRINDADOS POR ESCRIBANOS,691002,Servicios notariales
741109,OTROS SERVICIOS JURÍDICOS N.C.P.,691001,Servicios jurídicos
741201,"SERVICIOS DE CONTABILIDAD Y TENEDURÍA DE LIBROS, AUDITORÍA Y ASESORÍA FISCAL",692000,"Servicios de contabilidad, auditoría y asesoría fiscal"
741202,SERVICIOS BRINDADOS POR CONTADORES Y PROFESIONALES DE CIENCIAS ECONOMICAS,692000,"Servicios de contabilidad, auditoría y asesoría fiscal"
741203,"OTROS SERVICIOS DE CONTABILIDAD Y TENEDURÍA DE LIBROS, AUDITORÍA Y ASESORÍA FISCAL",692000,"Servicios de contabilidad, auditoría y asesoría fiscal"
741300,"ESTUDIO DE MERCADO, REALIZACIÓN DE ENCUESTAS DE OPINIÓN PÚBLICA",732000,"Estudio de mercado, realización de encuestas de opinión pública"
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",702010,"Servicios de gerenciamiento de empresas e instituciones de salud; servicios de auditoria ymedicina legal; servicio de asesoramiento farmacéutico"
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",702091,"Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de losórganos de administración y/o fiscalización en sociedades anónimas"
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",702092,"Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes decuerpos de dirección en sociedades excepto las anónimas"
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",702099,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p."
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",749009,"Actividades profesionales, científicas y técnicas n.c.p."
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",774000,Arrendamiento y gestión de bienes intangibles no financieros
741400,"SERVICIOS DE ASESORAMIENTO, DIRECCIÓN Y GESTIÓN EMPRESARIAL",821100,Servicios combinados de gestión administrativa de oficinas
742101,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO",711001,Servicios relacionados con la construcción.
742101,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO",711002,Servicios geológicos y de prospección
742101,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO",711003,Servicios relacionados con la electrónica y las comunicaciones
742101,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO",711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.
742101,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO",741000,Servicios de diseño especializado
742102,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR INGENIEROS Y AGRIMENSORES",711001,Servicios relacionados con la construcción.
742102,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR INGENIEROS Y AGRIMENSORES",711002,Servicios geológicos y de prospección
742102,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR INGENIEROS Y AGRIMENSORES",711003,Servicios relacionados con la electrónica y las comunicaciones
742102,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR INGENIEROS Y AGRIMENSORES",711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.
742103,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR MAYORES DE OBRA, CONSTRUCTORES",711001,Servicios relacionados con la construcción.
742103,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR MAYORES DE OBRA, CONSTRUCTORES",711002,Servicios geológicos y de prospección
742103,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR MAYORES DE OBRA, CONSTRUCTORES",711003,Servicios relacionados con la electrónica y las comunicaciones
742103,"SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO BRINDADO POR MAYORES DE OBRA, CONSTRUCTORES",711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
742109,"OTROS SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO N.C.P.",711002,Servicios geológicos y de prospección
742109,"OTROS SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO N.C.P.",711003,Servicios relacionados con la electrónica y las comunicaciones
742109,"OTROS SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO N.C.P.",711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.
742109,"OTROS SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO N.C.P.",741000,Servicios de diseño especializado
742109,"OTROS SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTOTÉCNICO N.C.P.",749009,"Actividades profesionales, científicas y técnicas n.c.p."
742200,ENSAYOS Y ANÁLISIS TÉCNICOS,712000,Ensayos y análisis técnicos
743010,SERVICIOS DE PUBLICIDAD EXCEPTO POR ACTIVIDADES DE INTERMEDIACIÓN,731009,Servicios de publicidad n.c.p.
743010,SERVICIOS DE PUBLICIDAD EXCEPTO POR ACTIVIDADES DE INTERMEDIACIÓN,731001,Servicios de comercialización de tiempo y espacio publicitario
743011,"SERVICIOS DE PUBLICIDAD, POR SUS ACTIIVDADES DE INTERMEDIACIÓN",731002,"Servicios de publicidad, por actividades de intermediación"
749100,OBTENCIÓN Y DOTACIÓN DE PERSONAL,780009,Obtención y dotación de personal
749210,SERVICIOS DE TRANSPORTE DE CAUDALES Y OBJETOS DE VALOR,801010,Servicios de transporte de caudales y objetos de valor
749290,SERVICIOS DE INVESTIGACIÓN Y SEGURIDAD N.C.P.,801020,Servicios de sistemas de seguridad
749290,SERVICIOS DE INVESTIGACIÓN Y SEGURIDAD N.C.P.,801090,Servicios de seguridad e investigación n.c.p.
749290,SERVICIOS DE INVESTIGACIÓN Y SEGURIDAD N.C.P.,811000,Servicio combinado de apoyo a edificios
749300,SERVICIOS DE LIMPIEZA DE EDIFICIOS,811000,Servicio combinado de apoyo a edificios
749300,SERVICIOS DE LIMPIEZA DE EDIFICIOS,812010,Servicios de limpieza general de edificios
749300,SERVICIOS DE LIMPIEZA DE EDIFICIOS,812020,Servicios de desinfección y exterminio de plagas en el ámbito urbano
749300,SERVICIOS DE LIMPIEZA DE EDIFICIOS,812090,Servicios de limpieza n.c.p.
749400,SERVICIOS DE FOTOGRAFÍA,742000,Servicios de fotografía
749500,SERVICIOS DE ENVASE Y EMPAQUE,829200,Servicios de envase y empaque
749600,"SERVICIOS DE IMPRESIÓN HELIOGRÁFICA, FOTOCOPIA Y OTRAS FORMAS DE REPRODUCCIONES",821900,"Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina"
749901,"EMPRESAS DE SERVICIOS EVENTUALES SEGÚN LEY 24.013 (arts. 75 a 80), Decreto 342/92",780001,Empresas de servicios eventuales según Ley N° 24.013 (arts. 75 a 80)
749909,SERVICIOS EMPRESARIALES N.C.P.,741000,Servicios de diseño especializado
749909,SERVICIOS EMPRESARIALES N.C.P.,749009,"Actividades profesionales, científicas y técnicas n.c.p."
749909,SERVICIOS EMPRESARIALES N.C.P.,823000,"Servicios de organización de convenciones y exposiciones comerciales, excepto culturales ydeportivos"
749909,SERVICIOS EMPRESARIALES N.C.P.,829100,Servicios de agencias de cobro y calificación crediticia
749909,SERVICIOS EMPRESARIALES N.C.P.,829901,Servicios de recarga de saldo o crédito para consumo de bienes o servicios
749909,SERVICIOS EMPRESARIALES N.C.P.,829909,Servicios empresariales n.c.p.
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
749910,SERVICIOS PRESTADOS POR MARTILLEROS Y CORREDORES,829902,Servicios prestados por martilleros y corredores
751100,Servicios generales de la Administración Pública,841100,Servicios generales de la Administración Pública
751200,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantesservicios sociales, excepto seguridad social obligatoria",841200,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantesservicios sociales, excepto seguridad social obligatoria"
751300,Servicios para la regulación de la actividad económica,841300,Servicios para la regulación de la actividad económica
751900,Servicios auxiliares para los servicios generales de la Administración Pública,841900,Servicios auxiliares para los servicios generales de la Administración Pública
752100,Servicios de asuntos exteriores,842100,Servicios de asuntos exteriores
752200,Servicios de defensa,842200,Servicios de defensa
752300,Servicios de justicia,842400,Servicios de justicia
752400,Servicios para el orden público y la seguridad,842300,Servicios para el orden público y la seguridad
752500,Servicios de protección civil,842500,Servicios de protección civil
753000,Servicios de la seguridad social obligatoria,843000,"Servicios de la seguridad social obligatoria, excepto obras sociales"
749909,SERVICIOS EMPRESARIALES N.C.P.,749001,Servicios de traducción e interpretación
749909,SERVICIOS EMPRESARIALES N.C.P.,749002,Servicios de representación e intermediación de artistas y modelos
749909,SERVICIOS EMPRESARIALES N.C.P.,749003,Servicios de representación e intermediación de deportistas profesionales
801000,ENSEÑANZA INICIAL Y PRIMARIA,851010,Guarderías y jardines maternales
801000,ENSEÑANZA INICIAL Y PRIMARIA,851020,"Enseñanza inicial, jardín de infantes y primaria"
802100,ENSEÑANZA SECUNDARIA DE FORMACIÓN GENERAL,852100,Enseñanza secundaria de formación general
802200,ENSEÑANZA SECUNDARIA DE FORMACIÓN TÉCNICA Y PROFESIONAL,852200,Enseñanza secundaria de formación técnica y profesional
803100,ENSEÑANZA  TERCIARIA,853100,Enseñanza terciaria
803200,ENSEÑANZA UNIVERSITARIA EXCEPTO FORMACIÓN DE POSTGRADOS,853201,Enseñanza universitaria excepto formación de posgrado
803300,FORMACIÓN DE POSTGRADO,853300,Formación de posgrado
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854910,Enseñanza de idiomas
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854920,Enseñanza de cursos relacionados con informática
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854930,"Enseñanza para adultos, excepto personas con discapacidad"
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854940,Enseñanza especial y para personas con discapacidad
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854950,"Enseñanza de gimnasia, deportes y actividades físicas"
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854960,Enseñanza artística
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,854990,Servicios de enseñanza n.c.p.
809000,ENSEÑANZA PARA ADULTOS Y SERVICIOS DE ENSEÑANZA N.C.P.,855000,Servicios de apoyo a la educación
851110,SERVICIOS HOSPITALARIOS,861010,Servicios de internación excepto instituciones relacionadas con la salud mental
851110,SERVICIOS HOSPITALARIOS,861020,Servicios de internación en instituciones relacionadas con la salud mental
851120,SERVICIOS DE HOSPITAL DE DÍA,863200,Servicios de tratamiento
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
851190,SERVICIOS DE INTERNACIÓN N.C.P.,861010,Servicios de internación excepto instituciones relacionadas con la salud mental
851190,SERVICIOS DE INTERNACIÓN N.C.P.,861020,Servicios de internación en instituciones relacionadas con la salud mental
851210,SERVICIOS DE  ATENCIÓN MÉDICA,862110,Servicios de consulta médica
851210,SERVICIOS DE  ATENCIÓN MÉDICA,862130,"Servicios de atención médica en dispensarios, salitas, vacunatorios y otros locales de atenciónprimaria de la salud"
851210,SERVICIOS DE  ATENCIÓN MÉDICA,863300,"Servicio médico integrado de consulta, diagnóstico y tratamiento"
851220,SERVICIOS DE ATENCIÓN DOMICILIARIA PROGRAMADA,862120,Servicios de proveedores de atención médica domiciliaria
851300,SERVICIOS ODONTOLÓGICOS,862200,Servicios odontológicos
851401,SERVICIOS DE DIAGNOSTICO BRINDADOS POR LABORATORIOS DE ANALISIS CLINICOS,863111,Servicios de prácticas de diagnóstico brindados por laboratorios
851401,SERVICIOS DE DIAGNOSTICO BRINDADOS POR LABORATORIOS DE ANALISIS CLINICOS,863120,Servicios de prácticas de diagnóstico por imágenes
851401,SERVICIOS DE DIAGNOSTICO BRINDADOS POR LABORATORIOS DE ANALISIS CLINICOS,863190,Servicios de prácticas de diagnóstico n.c.p.
851402,SERVICIOS DE DIAGNOSTICO BRINDADOS POR BIOQUIMICOS,863112,Servicios de prácticas de diagnóstico brindados por bioquímicos
851500,SERVICIOS DE TRATAMIENTO,863200,Servicios de tratamiento
851500,SERVICIOS DE TRATAMIENTO,869010,Servicios de rehabilitación física
851600,SERVICIOS DE EMERGENCIAS Y TRASLADOS,864000,Servicios de emergencias y traslados
851900,SERVICIOS RELACIONADOS CON LA SALUD HUMANA N.C.P.,869090,Servicios relacionados con la salud humana n.c.p.
852001,SERVICIOS VETERINARIOS BRINDADOS  POR VETERINARIOS,750000,Servicios veterinarios
852002,SERVICIOS VETERINARIOS BRINDADOS EN VETERINARIAS,750000,Servicios veterinarios
853110,SERVICIOS DE ATENCIÓN A ANCIANOS CON ALOJAMIENTO,870210,Servicios de atención a ancianos con alojamiento
853120,SERVICIOS DE ATENCIÓN A PERSONAS MINUSVÁLIDAS CON ALOJAMIENTO,870100,"Servicios de atención a personas con problemas de salud mental o de adicciones, conalojamiento"
853120,SERVICIOS DE ATENCIÓN A PERSONAS MINUSVÁLIDAS CON ALOJAMIENTO,870220,Servicios de atención a personas minusválidas con alojamiento
853130,SERVICIOS DE ATENCIÓN A MENORES CON ALOJAMIENTO,870910,Servicios de atención a niños y adolescentes carenciados con alojamiento
853140,SERVICIOS DE ATENCIÓN A MUJERES CON ALOJAMIENTO,870920,Servicios de atención a mujeres con alojamiento
853190,SERVICIOS SOCIALES CON ALOJAMIENTO N.C.P.,870990,Servicios sociales con alojamiento n.c.p.
853200,SERVICIOS SOCIALES SIN ALOJAMIENTO,880000,Servicios sociales sin alojamiento
900010,"RECOLECCIÓN, REDUCCIÓN Y ELIMINACIÓN DE DESPERDICIOS",381100,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos"
900010,"RECOLECCIÓN, REDUCCIÓN Y ELIMINACIÓN DE DESPERDICIOS",381200,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos"
900020,"SERVICIOS DE DEPURACIÓN DE AGUAS RESIDUALES, ALCANTARILLADO Y CLOACAS",370000,"Servicios de depuración de aguas residuales, alcantarillado y cloacas"
900090,SERVICIOS DE SANEAMIENTO PÚBLICO N.C.P.,390000,Descontaminación y otros servicios de gestión de residuos
900090,SERVICIOS DE SANEAMIENTO PÚBLICO N.C.P.,812090,Servicios de limpieza n.c.p.
911100,"SERVICIOS DE FEDERACIONES DE ASOCIACIONES, CÁMARAS, GREMIOS Y ORGANIZACIONESSIMILARES",941100,Servicios de organizaciones empresariales y de empleadores
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
911100,"SERVICIOS DE FEDERACIONES DE ASOCIACIONES, CÁMARAS, GREMIOS Y ORGANIZACIONESSIMILARES",651310,Obras sociales
911200,"SERVICIOS DE ASOCIACIONES DE ESPECIALISTAS EN DISCIPLINAS CIENTÍFICAS, PRÁCTICASPROFESIONALES Y ESFERAS TÉCNICAS",651320,Servicios de cajas de previsión social pertenecientes a asociaciones profesionales
911200,"SERVICIOS DE ASOCIACIONES DE ESPECIALISTAS EN DISCIPLINAS CIENTÍFICAS, PRÁCTICASPROFESIONALES Y ESFERAS TÉCNICAS",651310,Obras sociales
911200,"SERVICIOS DE ASOCIACIONES DE ESPECIALISTAS EN DISCIPLINAS CIENTÍFICAS, PRÁCTICASPROFESIONALES Y ESFERAS TÉCNICAS",941200,Servicios de organizaciones profesionales
912000,SERVICIOS DE SINDICATOS,942000,Servicios de sindicatos
912000,SERVICIOS DE SINDICATOS,651310,Obras sociales
919100,SERVICIOS DE ORGANIZACIONES RELIGIOSAS,949100,Servicios de organizaciones religiosas
919200,SERVICIOS DE ORGANIZACIONES POLÍTICAS,949200,Servicios de organizaciones políticas
919900,SERVICIOS DE ASOCIACIONES N.C.P.,949910,"Servicios de mutuales, excepto mutuales de salud y financieras"
919900,SERVICIOS DE ASOCIACIONES N.C.P.,949920,Servicios de consorcios de edificios
919900,SERVICIOS DE ASOCIACIONES N.C.P.,949930,"Servicios de asociaciones relacionadas con la salud, excepto mutuales"
919900,SERVICIOS DE ASOCIACIONES N.C.P.,949990,Servicios de asociaciones n.c.p.
921110,PRODUCCIÓN DE FILMES Y VIDEOCINTAS,591110,Producción de filmes y videocintas
921110,PRODUCCIÓN DE FILMES Y VIDEOCINTAS,591120,Postproducción de filmes y videocintas
921120,DISTRIBUCIÓN DE FILMES Y VIDEOCINTAS,591200,Distribución de filmes y videocintas
921200,EXHIBICIÓN DE FILMES Y VIDEOCINTAS,591300,Exhibición de filmes y videocintas
921300,SERVICIOS DE RADIO Y TELEVISIÓN,601002,Producción de programas de radio.
921300,SERVICIOS DE RADIO Y TELEVISIÓN,602320,Producción de programas de televisión
921410,PRODUCCION DE ESPECTACULOS TEATRALES Y MUSICALES,900011,Producción de espectáculos teatrales y musicales
921420,"COMPOSICIÓN Y REPRESENTACIÓN DE OBRAS TEATRALES, MUSICALES Y ARTISTICAS",900021,"Composición y representación de obras teatrales, musicales y artísticas"
921430,"SERVICIOS CONEXOS A LA PRODUCCIÓN DE ESPECTÁCULOS TEATRALES Y MUSICALES YARTÍSTICOS",900030,Servicios conexos a la producción de espectáculos teatrales y musicales
921430,"SERVICIOS CONEXOS A LA PRODUCCIÓN DE ESPECTÁCULOS TEATRALES Y MUSICALES YARTÍSTICOS",900040,Servicios de agencias de ventas de entradas
921430,"SERVICIOS CONEXOS A LA PRODUCCIÓN DE ESPECTÁCULOS TEATRALES Y MUSICALES YARTÍSTICOS",900091,Servicios de espectáculos artísticos n.c.p.
921911,SERVICIOS DE CONFITERIAS Y ESTABLECIMIENTOS SIMILARES CON ESPECTACULO,939030,"Servicios de salones de baile, discotecas y similares"
921912,SERVICIOS DE CABARETS,939030,"Servicios de salones de baile, discotecas y similares"
921913,SERVICIOS DE SALONES Y PISTAS DE BAILE,939030,"Servicios de salones de baile, discotecas y similares"
921914,SERVICIOS DE BOITES Y CONFITERIAS BAILABLES,939030,"Servicios de salones de baile, discotecas y similares"
921919,"OTROS SERVICIOS DE SALONES DE BAILE, DISCOTECAS Y SIMILARES, N.C.P.",939030,"Servicios de salones de baile, discotecas y similares"
Nomenclador de Actividades IIBB 2018 Anexo II,,,
"CódigoNAIIB99",Descripción NAIIB 99,"CódigoNAIIB2018",Descripción NAIIB 2018
921991,CIRCOS,900091,Servicios de espectáculos artísticos n.c.p.
921999,OTROS SERVICIOS DE ESPECTÁCULOS ARTÍSTICOS Y DE DIVERSIÓN  N.C.P.,900091,Servicios de espectáculos artísticos n.c.p.
921999,OTROS SERVICIOS DE ESPECTÁCULOS ARTÍSTICOS Y DE DIVERSIÓN  N.C.P.,939010,Servicios de parques de diversiones y parques temáticos
922000,SERVICIOS DE AGENCIAS DE NOTICIAS Y SERVICIOS DE INFORMACIÓN,639100,Agencias de noticias
922000,SERVICIOS DE AGENCIAS DE NOTICIAS Y SERVICIOS DE INFORMACIÓN,639900,Servicios de información n.c.p.
923100,SERVICIOS DE BIBLIOTECAS Y ARCHIVOS,910100,Servicios de bibliotecas y archivos
923200,SERVICIOS DE MUSEOS Y PRESERVACIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS,910200,Servicios de museos y preservación de lugares y edificios históricos
923300,"SERVICIOS DE JARDINES BOTÁNICOS, ZOOLÓGICOS Y DE PARQUES NACIONALES",910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales"
924110,"SERVICIOS DE ORGANIZACIÓN , DIRECCIÓN  Y GESTIÓN DE PRÁCTICAS DEPORTIVAS YEXPLOTACIÓN DE LAS INSTALACIONES",931010,"Servicios de organización, dirección y gestión de prácticas deportivas en clubes"
924110,"SERVICIOS DE ORGANIZACIÓN , DIRECCIÓN  Y GESTIÓN DE PRÁCTICAS DEPORTIVAS YEXPLOTACIÓN DE LAS INSTALACIONES",931020,"Explotación de instalaciones deportivas, excepto clubes"
924120,PROMOCIÓN Y PRODUCCIÓN DE ESPECTÁCULOS DEPORTIVOS,931030,Promoción y producción de espectáculos deportivos
924130,"SERVICIOS PRESTADOS POR PROFESIONALES Y TÉCNICOS, PARA LA REALIZACIÓN DE PRÁCTICASDEPORTIVAS",854950,"Enseñanza de gimnasia, deportes y actividades físicas"
924130,"SERVICIOS PRESTADOS POR PROFESIONALES Y TÉCNICOS, PARA LA REALIZACIÓN DE PRÁCTICASDEPORTIVAS",931041,Servicios prestados por deportistas y atletas para la realización de prácticas deportivas
924130,"SERVICIOS PRESTADOS POR PROFESIONALES Y TÉCNICOS, PARA LA REALIZACIÓN DE PRÁCTICASDEPORTIVAS",931042,Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas
924130,"SERVICIOS PRESTADOS POR PROFESIONALES Y TÉCNICOS, PARA LA REALIZACIÓN DE PRÁCTICASDEPORTIVAS",931050,Servicios de acondicionamiento físico
924130,"SERVICIOS PRESTADOS POR PROFESIONALES Y TÉCNICOS, PARA LA REALIZACIÓN DE PRÁCTICASDEPORTIVAS",931090,Servicios para la práctica deportiva n.c.p.
